"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G26939ZY"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n"
"http://rdf.glycoinfo.org/glycan/G10488WF"	"RES
1b:b-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G05478GN"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:5o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:14d(2+1)15n
15:14o(4+1)16d"
"http://rdf.glycoinfo.org/glycan/G28570AW"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
9s:methyl
10s:methyl
11s:methyl
12s:methyl
13b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(3+1)3d
3:3o(4+1)4d
4:4o(3+1)5d
5:4o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)8d
8:8o(6+1)9n
9:7o(6+1)10n
10:6o(6+1)11n
11:4o(6+1)12n
12:2o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G11787AF"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6o(3+1)7d"
"http://rdf.glycoinfo.org/glycan/G85852IT"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
9b:a-dglc-HEX-1:5
10b:a-dglc-HEX-1:5
11b:a-dglc-HEX-1:5
12b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6o(3+1)7d
7:7o(3+1)8d
8:8o(3+1)9d
9:9o(3+1)10d
10:10o(3+1)11d
11:11o(3+1)12d"
"http://rdf.glycoinfo.org/glycan/G73670AS"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:b-dglc-HEX-1:5
7b:b-dglc-HEX-1:5
8b:b-dglc-HEX-1:5
9b:b-dglc-HEX-1:5
10b:b-dglc-HEX-1:5
11b:b-dglc-HEX-1:5
12b:b-dglc-HEX-1:5
13b:b-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(2+1)4d
4:4o(2+1)5d
5:5o(2+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(2+1)9d
9:9o(2+1)10d
10:10o(2+1)11d
11:11o(2+1)12d
12:12o(2+1)13d"
"http://rdf.glycoinfo.org/glycan/G83212YI"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dgal-HEX-1:5
7s:n-acetyl
8b:a-dgal-HEX-1:5
9s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6d(2+1)7n
7:6o(3+1)8d
8:8d(2+1)9n
"
"http://rdf.glycoinfo.org/glycan/G12110NN"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10s:n-acetyl
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9d(2+1)10n
10:6o(4+1)11d
11:11d(2+1)12n
12:5o(6+1)13d
13:13o(3+1)14d
14:13o(6+1)15d
"
"http://rdf.glycoinfo.org/glycan/G30588SI"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(3+1)12d
12:11o(6+1)13d
"
"http://rdf.glycoinfo.org/glycan/G17433EW"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dglc-HEX-1:5
5s:n-acetyl
6b:b-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:6o(6+1)8d
8:3o(6+1)9d
9:9o(2+1)10d

"
"http://rdf.glycoinfo.org/glycan/G46199JU"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:b-dxyl-PEN-1:4
7b:a-dman-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:b-dgal-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13s:methyl
14b:b-dgal-HEX-1:5
15s:methyl
16b:b-dgal-HEX-1:5
17s:methyl
18b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7o(2+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10d(2+1)11n
11:10o(3+1)12d
12:12d(3+1)13n
13:12o(6+1)14d
14:14d(3+1)15n
15:10o(6+1)16d
16:16d(3+1)17n
17:5o(6+1)18d"
"http://rdf.glycoinfo.org/glycan/G63366CP"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:5o(6+1)9d
9:9o(3+1)10d
10:10o(2+1)11d
11:11o(2+1)12d
12:9o(6+1)13d
13:13o(2+1)14d"
"http://rdf.glycoinfo.org/glycan/G24326HG"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3n"
"http://rdf.glycoinfo.org/glycan/G98084YF"	"RES
1b:a-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:4
4b:b-dgal-HEX-1:5
5b:b-dgal-HEX-1:5
6b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:1o(6+1)4d
4:4o(2+1)5d
5:4o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G94854QH"	"RES
1b:b-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G95706CX"	"RES
1b:b-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6d(2+1)7n"
"http://rdf.glycoinfo.org/glycan/G26843VT"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:x-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
"
"http://rdf.glycoinfo.org/glycan/G93942HK"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:11o(6+1)14d
14:14d(2+1)15n
"
"http://rdf.glycoinfo.org/glycan/G99839IH"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
"
"http://rdf.glycoinfo.org/glycan/G97614JH"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n
11:9o(6+1)12d
12:12d(2+1)13n
"
"http://rdf.glycoinfo.org/glycan/G90318OY"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(3+1)8d
8:7o(6+1)9d
"
"http://rdf.glycoinfo.org/glycan/G19816UN"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(6+1)9d
"
"http://rdf.glycoinfo.org/glycan/G32669VA"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
15b:b-dgal-HEX-1:5
16b:b-dgal-HEX-1:5
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:16d(2+1)17n
"
"http://rdf.glycoinfo.org/glycan/G85237WB"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:2o(4+1)5d
5:5d(2+1)6n"
"http://rdf.glycoinfo.org/glycan/G20565EE"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:b-dxyl-PEN-1:4
7b:a-dman-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7o(4+1)8d
8:8d(2+1)9n
9:5o(6+1)10d"
"http://rdf.glycoinfo.org/glycan/G29231QJ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:b-xgal-HEX-1:4
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:5o(6+1)7d
7:7o(2+1)8d
8:7o(3+1)9d"
"http://rdf.glycoinfo.org/glycan/G14901GT"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G44854SQ"	"RES
1b:b-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4s:n-acetyl
5s:sulfate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3d(2+1)4n
4:3d(3+1)5n"
"http://rdf.glycoinfo.org/glycan/G94855OA"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dgal-HEX-1:5
6b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(6+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G07247MN"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3s:sulfate
4b:b-dgal-HEX-1:5
5s:sulfate
LIN
1:1o(3+1)2d
2:2o(2+1)3n
3:2o(4+1)4d
4:2o(6+1)5n"
"http://rdf.glycoinfo.org/glycan/G14292FC"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:amino
4s:acetyl
5s:acetyl
6s:acetyl
7b:b-dglc-HEX-1:5
8s:amino
9s:acetyl
10s:acetyl
11s:acetyl
LIN
1:1o(2+1)2d
2:2d(2+1)3n
3:2o(3+1)4n
4:2o(4+1)5n
5:2o(6+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
8:7o(3+1)9n
9:7o(4+1)10n
10:7o(6+1)11n"
"http://rdf.glycoinfo.org/glycan/G79094AA"	"RES
1b:a-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G40357PI"	"RES
1b:x-xglc-HEX-1:5
2b:x-xglc-HEX-1:5
3b:x-xglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G67438DG"	"RES
1b:b-lalt-HEX-1:5
2s:n-acetyl
3s:amino
LIN
1:1d(2+1)2n
2:1d(4+1)3n"
"http://rdf.glycoinfo.org/glycan/G04793KB"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
9b:a-dglc-HEX-1:5
10b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)8d
8:8o(4+1)9d
9:9o(4+1)10d"
"http://rdf.glycoinfo.org/glycan/G08771DC"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:a-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:b-dman-HEX-1:5
7b:b-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d"
"http://rdf.glycoinfo.org/glycan/G54706BB"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d"
"http://rdf.glycoinfo.org/glycan/G30990TH"	"RES
1b:a-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dgal-HEX-1:4
LIN
1:1o(3+1)2d
2:1o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G08501KC"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgal-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:a-dgal-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:a-dman-HEX-1:5
18b:b-dglc-HEX-1:5
19s:n-acetyl
20b:b-dgal-HEX-1:5
21b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:6o(4+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:5o(4+1)15d
15:15d(2+1)16n
16:5o(6+1)17d
17:17o(2+1)18d
18:18d(2+1)19n
19:18o(4+1)20d
20:20o(3+1)21d"
"http://rdf.glycoinfo.org/glycan/G71506JZ"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d"
"http://rdf.glycoinfo.org/glycan/G18140EZ"	"RES
1b:b-dglc-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d"
"http://rdf.glycoinfo.org/glycan/G65186SE"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:b-dgal-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:a-dman-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
18b:b-dglc-HEX-1:5
19s:n-acetyl
20b:b-dglc-HEX-1:5
21s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:5o(4+1)12d
12:12d(2+1)13n
13:5o(6+1)14d
14:14o(2+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
17:14o(4+1)18d
18:18d(2+1)19n
19:14o(6+1)20d
20:20d(2+1)21n"
"http://rdf.glycoinfo.org/glycan/G91140IR"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dglc-HEX-1:5
8s:amino
9s:sulfate
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n
8:1o(6+1)9n"
"http://rdf.glycoinfo.org/glycan/G58652WC"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgal-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:a-dman-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
18b:a-dgal-HEX-1:5
19b:b-dglc-HEX-1:5
20s:n-acetyl
21b:b-dgal-HEX-1:5
22b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:6o(4+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:5o(6+1)14d
14:14o(2+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
17:17o(3+1)18d
18:14o(6+1)19d
19:19d(2+1)20n
20:19o(4+1)21d
21:21o(3+1)22d"
"http://rdf.glycoinfo.org/glycan/G97969IC"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(6+1)6d"
"http://rdf.glycoinfo.org/glycan/G19298OA"	"RES
1b:x-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(3+1)6d"
"http://rdf.glycoinfo.org/glycan/G33963LC"	"RES
1b:x-dxyl-PEN-1:5
2b:b-dxyl-PEN-1:5
3b:b-dglc-HEX-1:5
4s:acetyl
5s:acetyl
6s:acetyl
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(4+1)4n
4:3o(6+1)5n
5:2o(4+1)6n"
